Förvaltning;Leverantör;Organisationsnummer;Verifikationsnummer;Konto;Kontotext;Belopp exkl moms
Socialnämnd Nordost;STOCKHOLMS STAD SOCIALFÖRVALTNINGEN;2120000142;1631116099;7499;Övriga främmande tjänster;26 000,00
Socialnämnd Nordost;STOCKHOLMS STAD SOCIALFÖRVALTNINGEN;2120000142;1631116491;7499;Övriga främmande tjänster;-26 000,00
Vuxenutbildningsnämnden;NACKA KOMMUN;2120000167;6251057825;4630;Köp av huvudverksamhet;22 750,00
Grundskolenämnden;SOLNA STAD;2120000183;6092207496;4630;Köp av huvudverksamhet;7 502,00
Grundskolenämnden;SOLNA STAD;2120000183;6092207496;4630;Köp av huvudverksamhet;4 217,00
Grundskolenämnden;ÖDESHÖGS KOMMUN;2120000373;6092218784;4630;Köp av huvudverksamhet;9 434,00
Äldre samt vård- och omsorgsnämnden;YDRE KOMMUN;2120000381;1601692053;4630;Köp av huvudverksamhet;290,00
Grundskolenämnden;ANEBY KOMMUN;2120000498;6092222681;4630;Köp av huvudverksamhet;12 830,00
Nämnden för funktionsstöd;VÄRNAMO KOMMUN;2120000555;1611417060;4630;Köp av huvudverksamhet;7 699,00
Nämnden för funktionsstöd;VÄRNAMO KOMMUN;2120000555;1611417061;4630;Köp av huvudverksamhet;7 699,00
Nämnden för funktionsstöd;VÄRNAMO KOMMUN;2120000555;1611417063;4630;Köp av huvudverksamhet;7 699,00
Förskolenämnden;VÄRNAMO KOMMUN;2120000555;6081796162;4630;Köp av huvudverksamhet;12 838,00
Förskolenämnden;VÄRNAMO KOMMUN;2120000555;6081796163;4630;Köp av huvudverksamhet;12 838,00
Förskolenämnden;VÄRNAMO KOMMUN;2120000555;6081742297;4630;Köp av huvudverksamhet;12 838,00
Grundskolenämnden;TRANÅS KOMMUN;2120000597;6092217644;4630;Köp av huvudverksamhet;33 654,00
Grundskolenämnden;TRANÅS KOMMUN;2120000597;6092217644;4630;Köp av huvudverksamhet;33 654,00
Grundskolenämnden;TRANÅS KOMMUN;2120000597;6092217644;4630;Köp av huvudverksamhet;8 825,00
Grundskolenämnden;TRANÅS KOMMUN;2120000597;6092217644;4630;Köp av huvudverksamhet;8 825,00
Nämnden för funktionsstöd;MÖRBYLÅNGA KOMMUN;2120000704;1611415832;4630;Köp av huvudverksamhet;6 300,00
Nämnden för funktionsstöd;MÖRBYLÅNGA KOMMUN;2120000704;1611415833;4630;Köp av huvudverksamhet;4 219,00
Äldre samt vård- och omsorgsnämnden;TOMELILLA KOMMUN;2120000886;1601693584;4630;Köp av huvudverksamhet;910,00
Äldre samt vård- och omsorgsnämnden;PERSTORPS KOMMUN;2120000910;1601693570;6329;Hyra/leasing övriga inventarier;724,00
Nämnden för funktionsstöd;KRISTIANSTADS KOMMUN;2120000951;1611416876;4630;Köp av huvudverksamhet;41 442,00
Nämnden för funktionsstöd;KRISTIANSTADS KOMMUN;2120000951;1611413298;4630;Köp av huvudverksamhet;34 449,00
Grundskolenämnden;HÖRBY KOMMUN;2120001108;6092220047;4630;Köp av huvudverksamhet;10 989,00
Socialnämnd Hisingen;MALMÖ STAD, ARBETSMARKNADS- OCH SOCIALFÖRVALTNINGEN;2120001124;1661084492;4630;Köp av huvudverksamhet;130 200,00
Grundskolenämnden;LUNDS KOMMUN;2120001132;6092217666;4630;Köp av huvudverksamhet;4 217,75
Grundskolenämnden;LUNDS KOMMUN;2120001132;6092217666;4630;Köp av huvudverksamhet;18 490,03
Grundskolenämnden;LUNDS KOMMUN;2120001132;6092217666;4630;Köp av huvudverksamhet;1 166,22
Äldre samt vård- och omsorgsnämnden;HYLTE KOMMUN;2120001207;1601693787;4630;Köp av huvudverksamhet;29 700,00
Nämnden för funktionsstöd;HYLTE KOMMUN;2120001207;1611410886;4630;Köp av huvudverksamhet;3 000,00
Grundskolenämnden;FALKENBERGS KOMMUN;2120001231;6092220081;4630;Köp av huvudverksamhet;8 597,00
Grundskolenämnden;FALKENBERGS KOMMUN;2120001231;6092220081;4630;Köp av huvudverksamhet;30 728,00
Grundskolenämnden;FALKENBERGS KOMMUN;2120001231;6092220081;4630;Köp av huvudverksamhet;30 728,00
Grundskolenämnden;FALKENBERGS KOMMUN;2120001231;6092220081;4630;Köp av huvudverksamhet;8 597,00
Vuxenutbildningsnämnden;KUNGSBACKA KOMMUN;2120001256;6251057774;4630;Köp av huvudverksamhet;30 424,00
Vuxenutbildningsnämnden;KUNGSBACKA KOMMUN;2120001256;6251057774;4630;Köp av huvudverksamhet;6 500,00
Vuxenutbildningsnämnden;KUNGSBACKA KOMMUN;2120001256;6251057774;4630;Köp av huvudverksamhet;6 180,00
Förskolenämnden;KUNGSBACKA KOMMUN;2120001256;6081782970;4630;Köp av huvudverksamhet;234 158,00
Kretslopp och Vatten;KUNGSBACKA KOMMUN EKONOMI;2120001256;5601376658;4630;Köp av huvudverksamhet;93 800,00
Utbildningsnämnden;HÄRRYDA KOMMUN;2120001264;6101608788;7491;Tjänster välfärd och utbildningsinsatser;3 558,00
Grundskolenämnden;HÄRRYDA KOMMUN;2120001264;6092214875;4630;Köp av huvudverksamhet;107 509,00
Grundskolenämnden;HÄRRYDA KOMMUN;2120001264;6092214867;4630;Köp av huvudverksamhet;23 773,00
Grundskolenämnden;HÄRRYDA KOMMUN;2120001264;6092221081;4630;Köp av huvudverksamhet;107 509,00
Grundskolenämnden;HÄRRYDA KOMMUN;2120001264;6092221082;4630;Köp av huvudverksamhet;39 877,00
Grundskolenämnden;PARTILLE KOMMUN;2120001272;6092221713;4630;Köp av huvudverksamhet;17 836,00
Grundskolenämnden;PARTILLE KOMMUN;2120001272;6092221710;4630;Köp av huvudverksamhet;17 836,00
Grundskolenämnden;PARTILLE KOMMUN;2120001272;6092221713;4630;Köp av huvudverksamhet;1 096 705,00
Grundskolenämnden;PARTILLE KOMMUN;2120001272;6092221710;4630;Köp av huvudverksamhet;995 101,00
Grundskolenämnden;PARTILLE KOMMUN;2120001272;6092221711;4630;Köp av huvudverksamhet;72 852,00
Grundskolenämnden;PARTILLE KOMMUN;2120001272;6092221712;4630;Köp av huvudverksamhet;85 505,00
Nämnden för funktionsstöd;PARTILLE KOMMUN;2120001272;1611410720;4630;Köp av huvudverksamhet;27 933,00
Nämnden för funktionsstöd;PARTILLE KOMMUN;2120001272;1611410721;4630;Köp av huvudverksamhet;11 800,00
Grundskolenämnden;ÖCKERÖ KOMMUN;2120001280;6092212550;4630;Köp av huvudverksamhet;31 273,00
Grundskolenämnden;ÖCKERÖ KOMMUN;2120001280;6092212550;4630;Köp av huvudverksamhet;3 451,00
Grundskolenämnden;ÖCKERÖ KOMMUN;2120001280;6092212551;4630;Köp av huvudverksamhet;144 710,00
Grundskolenämnden;ÖCKERÖ KOMMUN;2120001280;6092212552;4630;Köp av huvudverksamhet;72 355,00
Grundskolenämnden;ÖCKERÖ KOMMUN;2120001280;6092222731;4630;Köp av huvudverksamhet;42 262,00
Grundskolenämnden;ÖCKERÖ KOMMUN;2120001280;6092222731;4630;Köp av huvudverksamhet;3 451,00
Grundskolenämnden;ÖCKERÖ KOMMUN;2120001280;6092222731;4630;Köp av huvudverksamhet;10 989,00
Grundskolenämnden;ÖCKERÖ KOMMUN;2120001280;6092222730;4630;Köp av huvudverksamhet;72 355,00
Grundskolenämnden;ÖCKERÖ KOMMUN;2120001280;6092212553;4630;Köp av huvudverksamhet;40 468,00
Grundskolenämnden;ÖCKERÖ KOMMUN;2120001280;6092212553;4630;Köp av huvudverksamhet;4 218,00
Grundskolenämnden;ÖCKERÖ KOMMUN;2120001280;6092212554;4630;Köp av huvudverksamhet;31 273,00
Utbildningsnämnden;ÖCKERÖ KOMMUN;2120001280;6101613453;7491;Tjänster välfärd och utbildningsinsatser;6 175,00
Förskolenämnden;STENUNGSUNDS KOMMUN;2120001298;6081787311;4630;Köp av huvudverksamhet;14 666,00
Äldre samt vård- och omsorgsnämnden;ORUST KOMMUN;2120001314;1601689919;4630;Köp av huvudverksamhet;29 360,00
Äldre samt vård- och omsorgsnämnden;ORUST KOMMUN;2120001314;1601689920;4630;Köp av huvudverksamhet;10 710,00
Äldre samt vård- och omsorgsnämnden;ORUST KOMMUN;2120001314;1601689923;4630;Köp av huvudverksamhet;16 110,00
Äldre samt vård- och omsorgsnämnden;ORUST KOMMUN;2120001314;1601682902;4630;Köp av huvudverksamhet;6 420,00
Äldre samt vård- och omsorgsnämnden;ORUST KOMMUN;2120001314;1601689921;4630;Köp av huvudverksamhet;38 916,00
Äldre samt vård- och omsorgsnämnden;ORUST KOMMUN;2120001314;1601696127;4630;Köp av huvudverksamhet;6 624,00
Äldre samt vård- och omsorgsnämnden;ORUST KOMMUN;2120001314;1601689922;4630;Köp av huvudverksamhet;4 293,00
Nämnden för funktionsstöd;MUNKEDALS KOMMUN;2120001330;1611416665;7011;Transporter;15 400,00
Nämnden för funktionsstöd;MUNKEDALS KOMMUN;2120001330;1611416665;4630;Köp av huvudverksamhet;26 115,00
Äldre samt vård- och omsorgsnämnden;TANUMS KOMMUN;2120001348;1601694161;4630;Köp av huvudverksamhet;1 439,00
Äldre samt vård- och omsorgsnämnden;TANUMS KOMMUN;2120001348;1601694162;4630;Köp av huvudverksamhet;1 439,00
Äldre samt vård- och omsorgsnämnden;TANUMS KOMMUN;2120001348;1601694158;4630;Köp av huvudverksamhet;714,00
Äldre samt vård- och omsorgsnämnden;TANUMS KOMMUN;2120001348;1601694160;4630;Köp av huvudverksamhet;1 439,00
Äldre samt vård- och omsorgsnämnden;TANUMS KOMMUN;2120001348;1601694157;4630;Köp av huvudverksamhet;1 294,00
Äldre samt vård- och omsorgsnämnden;TANUMS KOMMUN;2120001348;1601694159;4630;Köp av huvudverksamhet;7 412,00
Äldre samt vård- och omsorgsnämnden;TANUMS KOMMUN;2120001348;1601694899;4630;Köp av huvudverksamhet;5 884,00
Äldre samt vård- och omsorgsnämnden;TANUMS KOMMUN;2120001348;1601695290;4630;Köp av huvudverksamhet;1 367,00
Äldre samt vård- och omsorgsnämnden;TANUMS KOMMUN;2120001348;1601695507;4630;Köp av huvudverksamhet;1 407,00
Äldre samt vård- och omsorgsnämnden;TANUMS KOMMUN;2120001348;1601695592;4630;Köp av huvudverksamhet;18 140,00
Äldre samt vård- och omsorgsnämnden;TANUMS KOMMUN;2120001348;1601694898;4630;Köp av huvudverksamhet;103 337,00
Nämnden för Intraservice;Exploateringsförvaltningen;2120001355;601189315;1615;Fordran anställda kollektivtrafik;8 350,00
Valnämnden;Exploateringsförvaltningen;2120001355;1521003281;1615;Fordran anställda kollektivtrafik;1 358,00
Nämnden för funktionsstöd;Grundskoleförvaltningen;2120001355;1611415080;1616;Fordran anställda Cykelleasing;1 626,00
Socialnämnd Sydväst;Socialförvaltningen Hisingen;2120001355;1651134850;1615;Fordran anställda kollektivtrafik;679,00
Socialnämnd Sydväst;Socialförvaltningen Hisingen;2120001355;1651134851;1615;Fordran anställda kollektivtrafik;1 358,00
Socialnämnd Sydväst;Socialförvaltningen Hisingen;2120001355;1651134870;1615;Fordran anställda kollektivtrafik;-1 358,00
Nämnden för funktionsstöd;Socialförvaltningen Sydväst;2120001355;1611376712;1615;Fordran anställda kollektivtrafik;2 717,00
Kommunledning;Stadsmiljöförvaltningen;2120001355;101083701;1615;Fordran anställda kollektivtrafik;679,00
Kretslopp och Vatten;MÖLNDALS STAD;2120001363;5601378050;4630;Köp av huvudverksamhet;4 200,00
Kretslopp och Vatten;MÖLNDALS STAD;2120001363;5601378636;7611;Avgifter;3 656,00
Grundskolenämnden;MÖLNDALS STAD;2120001363;6092217123;7611;Avgifter;1 100,00
Nämnden för funktionsstöd;MÖLNDALS STAD;2120001363;1611416236;4630;Köp av huvudverksamhet;31 722,00
Nämnden för funktionsstöd;MÖLNDALS STAD;2120001363;1611416237;4630;Köp av huvudverksamhet;18 393,00
Vuxenutbildningsnämnden;MÖLNDALS STAD;2120001363;6251057832;4630;Köp av huvudverksamhet;273 053,00
Vuxenutbildningsnämnden;MÖLNDALS STAD;2120001363;6251057832;4630;Köp av huvudverksamhet;6 705,00
Vuxenutbildningsnämnden;MÖLNDALS STAD;2120001363;6251057832;4630;Köp av huvudverksamhet;117 606,00
Socialnämnd Hisingen;MÖLNDALS STAD;2120001363;1661083540;6411;Förbrukningsinventarier;2 453,39
Socialnämnd Hisingen;MÖLNDALS STAD;2120001363;1661083595;7499;Övriga främmande tjänster;1 253,33
Utbildningsnämnden;KUNGÄLVS KOMMUN;2120001371;6101614229;7499;Övriga främmande tjänster;849,06
Äldre samt vård- och omsorgsnämnden;LYSEKILS KOMMUN;2120001389;1601694900;4630;Köp av huvudverksamhet;17 388,00
Äldre samt vård- och omsorgsnämnden;UDDEVALLA KOMMUN BARN OCH UTBILDNINGSFÖRVALTNING;2120001397;1601691079;4630;Köp av huvudverksamhet;580,00
Äldre samt vård- och omsorgsnämnden;UDDEVALLA KOMMUN BARN OCH UTBILDNINGSFÖRVALTNING;2120001397;1601691080;4630;Köp av huvudverksamhet;18 319,00
Äldre samt vård- och omsorgsnämnden;UDDEVALLA KOMMUN BARN OCH UTBILDNINGSFÖRVALTNING;2120001397;1601691081;4630;Köp av huvudverksamhet;11 592,00
Äldre samt vård- och omsorgsnämnden;UDDEVALLA KOMMUN BARN OCH UTBILDNINGSFÖRVALTNING;2120001397;1601693761;4630;Köp av huvudverksamhet;3 312,00
Äldre samt vård- och omsorgsnämnden;STRÖMSTADS KOMMUN;2120001405;1601694395;4630;Köp av huvudverksamhet;3 406,10
Äldre samt vård- och omsorgsnämnden;STRÖMSTADS KOMMUN;2120001405;1601694398;4630;Köp av huvudverksamhet;107,10
Äldre samt vård- och omsorgsnämnden;STRÖMSTADS KOMMUN;2120001405;1601694396;4630;Köp av huvudverksamhet;2 352,90
Äldre samt vård- och omsorgsnämnden;STRÖMSTADS KOMMUN;2120001405;1601694399;4630;Köp av huvudverksamhet;5 783,40
Äldre samt vård- och omsorgsnämnden;STRÖMSTADS KOMMUN;2120001405;1601694400;4630;Köp av huvudverksamhet;16 059,50
Äldre samt vård- och omsorgsnämnden;STRÖMSTADS KOMMUN;2120001405;1601695557;4630;Köp av huvudverksamhet;290,00
Äldre samt vård- och omsorgsnämnden;STRÖMSTADS KOMMUN;2120001405;1601695559;4630;Köp av huvudverksamhet;290,00
Äldre samt vård- och omsorgsnämnden;STRÖMSTADS KOMMUN;2120001405;1601695558;4630;Köp av huvudverksamhet;290,00
Äldre samt vård- och omsorgsnämnden;STRÖMSTADS KOMMUN;2120001405;1601695560;4630;Köp av huvudverksamhet;290,00
Äldre samt vård- och omsorgsnämnden;STRÖMSTADS KOMMUN;2120001405;1601694763;4630;Köp av huvudverksamhet;290,00
Äldre samt vård- och omsorgsnämnden;STRÖMSTADS KOMMUN;2120001405;1601694764;4630;Köp av huvudverksamhet;290,00
Äldre samt vård- och omsorgsnämnden;STRÖMSTADS KOMMUN;2120001405;1601694765;4630;Köp av huvudverksamhet;290,00
Äldre samt vård- och omsorgsnämnden;STRÖMSTADS KOMMUN;2120001405;1601694397;4630;Köp av huvudverksamhet;953,00
Grundskolenämnden;ALE KOMMUN;2120001439;6092207574;4630;Köp av huvudverksamhet;574 553,00
Grundskolenämnden;ALE KOMMUN;2120001439;6092207575;4630;Köp av huvudverksamhet;36 426,00
Grundskolenämnden;ALE KOMMUN;2120001439;6092207574;4630;Köp av huvudverksamhet;35 572,00
Äldre samt vård- och omsorgsnämnden;ALE KOMMUN;2120001439;1601692403;4630;Köp av huvudverksamhet;290,00
Äldre samt vård- och omsorgsnämnden;ALE KOMMUN;2120001439;1601685408;4630;Köp av huvudverksamhet;3 260,00
Äldre samt vård- och omsorgsnämnden;ALE KOMMUN;2120001439;1601692400;4630;Köp av huvudverksamhet;-3 260,00
Äldre samt vård- och omsorgsnämnden;ALE KOMMUN;2120001439;1601692402;4630;Köp av huvudverksamhet;326,00
Äldre samt vård- och omsorgsnämnden;ALE KOMMUN;2120001439;1601692401;4630;Köp av huvudverksamhet;32 180,00
Äldre samt vård- och omsorgsnämnden;ALE KOMMUN;2120001439;1601692399;4630;Köp av huvudverksamhet;20 110,00
Nämnden för funktionsstöd;ALE KOMMUN;2120001439;1611410801;4630;Köp av huvudverksamhet;32 525,00
Nämnden för funktionsstöd;ALE KOMMUN;2120001439;1611414926;4630;Köp av huvudverksamhet;32 525,00
Grundskolenämnden;LERUMS KOMMUN;2120001447;6092221097;4630;Köp av huvudverksamhet;79 502,00
Grundskolenämnden;LERUMS KOMMUN;2120001447;6092221097;4630;Köp av huvudverksamhet;640 726,00
Grundskolenämnden;LERUMS KOMMUN;2120001447;6092221097;4630;Köp av huvudverksamhet;29 526,00
Nämnden för funktionsstöd;LERUMS KOMMUN;2120001447;1611415800;4630;Köp av huvudverksamhet;28 602,00
Utbildningsnämnden;LERUMS KOMMUN;2120001447;6101611359;7011;Transporter;2 008,00
Kretslopp och Vatten;LERUMS KOMMUN RENHÅLLNINGSENHETEN;2120001447;5601377311;4630;Köp av huvudverksamhet;125 200,00
Nämnden för funktionsstöd;BENGTSFORS KOMMUN;2120001470;1611415818;4630;Köp av huvudverksamhet;7 248,00
Nämnden för funktionsstöd;BENGTSFORS KOMMUN;2120001470;1611415818;4630;Köp av huvudverksamhet;7 248,00
Grundskolenämnden;LILLA EDETS KOMMUN;2120001496;6092207702;4630;Köp av huvudverksamhet;93 747,00
Grundskolenämnden;LILLA EDETS KOMMUN;2120001496;6092207702;4630;Köp av huvudverksamhet;35 002,00
Grundskolenämnden;LILLA EDETS KOMMUN;2120001496;6092207703;4630;Köp av huvudverksamhet;-145 304,00
Grundskolenämnden;MARKS KOMMUN;2120001504;6092220048;4630;Köp av huvudverksamhet;1 839 708,00
Grundskolenämnden;MARKS KOMMUN;2120001504;6092220049;4630;Köp av huvudverksamhet;1 839 708,00
Grundskolenämnden;VÄNERSBORGS KOMMUN;2120001538;6092222713;4630;Köp av huvudverksamhet;39 321,00
Grundskolenämnden;TROLLHÄTTANS KOMMUN;2120001546;6092221888;4630;Köp av huvudverksamhet;20 758,00
Grundskolenämnden;TROLLHÄTTANS KOMMUN;2120001546;6092221889;4630;Köp av huvudverksamhet;16 925,00
Grundskolenämnden;ALINGSÅS KOMMUN;2120001553;6092220007;4630;Köp av huvudverksamhet;78 631,00
Grundskolenämnden;ALINGSÅS KOMMUN;2120001553;6092220007;4630;Köp av huvudverksamhet;76 092,00
Grundskolenämnden;ALINGSÅS KOMMUN;2120001553;6092220007;4630;Köp av huvudverksamhet;11 119,00
Grundskolenämnden;ALINGSÅS KOMMUN;2120001553;6092220007;4630;Köp av huvudverksamhet;76 092,00
Grundskolenämnden;ALINGSÅS KOMMUN;2120001553;6092220007;4630;Köp av huvudverksamhet;11 119,00
Grundskolenämnden;ALINGSÅS KOMMUN;2120001553;6092220007;4630;Köp av huvudverksamhet;78 631,00
Nämnden för funktionsstöd;ALINGSÅS KOMMUN;2120001553;1611408982;6281;Va-avgift;7 698,40
Nämnden för funktionsstöd;ALINGSÅS KOMMUN;2120001553;1611416794;7611;Avgifter;5 317,00
Nämnden för funktionsstöd;ALINGSÅS KOMMUN;2120001553;1611410080;4630;Köp av huvudverksamhet;12 297,00
Nämnden för funktionsstöd;ALINGSÅS KOMMUN;2120001553;1611410080;4630;Köp av huvudverksamhet;11 632,00
Nämnden för funktionsstöd;ALINGSÅS KOMMUN;2120001553;1611410080;4630;Köp av huvudverksamhet;16 286,00
Grundskolenämnden;BORÅS STAD;2120001561;6092212885;4630;Köp av huvudverksamhet;15 834,50
Grundskolenämnden;BORÅS STAD;2120001561;6092221699;7499;Övriga främmande tjänster;2 772,00
Förskolenämnden;BORÅS STAD;2120001561;6081786784;4630;Köp av huvudverksamhet;49 865,00
Förskolenämnden;BORÅS STAD;2120001561;6081796127;4630;Köp av huvudverksamhet;23 466,00
Äldre samt vård- och omsorgsnämnden;BORÅS STAD;2120001561;1601692881;4630;Köp av huvudverksamhet;2 128,00
Äldre samt vård- och omsorgsnämnden;BORÅS STAD;2120001561;1601695214;4630;Köp av huvudverksamhet;17 135,00
Grundskolenämnden;FALKÖPINGS KOMMUN;2120001744;6092193598;7499;Övriga främmande tjänster;5 255,00
Grundskolenämnden;FALKÖPINGS KOMMUN;2120001744;6092194869;7499;Övriga främmande tjänster;11 365,00
Grundskolenämnden;FALKÖPINGS KOMMUN;2120001744;6092194872;7499;Övriga främmande tjänster;15 415,00
Grundskolenämnden;FALKÖPINGS KOMMUN;2120001744;6092194873;7499;Övriga främmande tjänster;8 335,00
Grundskolenämnden;FALKÖPINGS KOMMUN;2120001744;6092173102;7651;Kurs- och konferensavgifter mm;10 350,00
Grundskolenämnden;FALKÖPINGS KOMMUN;2120001744;6092206905;7651;Kurs- och konferensavgifter mm;-10 350,00
Grundskolenämnden;FALKÖPINGS KOMMUN;2120001744;6092194862;7491;Tjänster välfärd och utbildningsinsatser;11 400,00
Nämnden för funktionsstöd;MUNKFORS KOMMUN;2120001801;1611410434;4630;Köp av huvudverksamhet;2 591,00
Förskolenämnden;ÅRJÄNGS KOMMUN;2120001835;6081791607;4630;Köp av huvudverksamhet;46 932,00
Förskolenämnden;ARVIKA KOMMUN;2120001892;6081794620;7499;Övriga främmande tjänster;-290,00
Förskolenämnden;ARVIKA KOMMUN;2120001892;6081786012;7499;Övriga främmande tjänster;290,00
Äldre samt vård- och omsorgsnämnden;ARVIKA KOMMUN;2120001892;1601694748;4630;Köp av huvudverksamhet;290,00
Grundskolenämnden;ÖREBRO KOMMUN STADSKANSLIET;2120001967;6092214354;4630;Köp av huvudverksamhet;9 382,00
Grundskolenämnden;ÖREBRO KOMMUN STADSKANSLIET;2120001967;6092214354;4630;Köp av huvudverksamhet;9 382,00
Grundskolenämnden;ÖREBRO KOMMUN STADSKANSLIET;2120001967;6092214354;4630;Köp av huvudverksamhet;9 382,00
Utbildningsnämnden;ÖREBRO KOMMUN STADSKANSLIET;2120001967;6101604471;4630;Köp av huvudverksamhet;91 218,00
Grundskolenämnden;LINDESBERGS KOMMUN;2120002015;6092212048;4630;Köp av huvudverksamhet;400,00
Grundskolenämnden;SALA KOMMUN;2120002098;6092207377;4630;Köp av huvudverksamhet;-9 198,00
Utbildningsnämnden;RÄTTVIKS KOMMUN;2120002171;6101614930;4630;Köp av huvudverksamhet;1 421,00
Äldre samt vård- och omsorgsnämnden;RÄTTVIKS KOMMUN;2120002171;1601692370;4630;Köp av huvudverksamhet;1 412,00
Äldre samt vård- och omsorgsnämnden;LUDVIKA KOMMUN;2120002270;1601692657;4630;Köp av huvudverksamhet;3 376,00
Grundskolenämnden;BODENS KOMMUN;2120002767;6092216337;4630;Köp av huvudverksamhet;12 889,50
Grundskolenämnden;BODENS KOMMUN;2120002767;6092216337;4630;Köp av huvudverksamhet;12 889,50
Grundskolenämnden;BODENS KOMMUN;2120002767;6092216337;4630;Köp av huvudverksamhet;12 889,50
Grundskolenämnden;BODENS KOMMUN;2120002767;6092216337;4630;Köp av huvudverksamhet;12 889,50
Grundskolenämnden;BODENS KOMMUN;2120002767;6092216337;4630;Köp av huvudverksamhet;12 889,50
Grundskolenämnden;BODENS KOMMUN;2120002767;6092216337;4630;Köp av huvudverksamhet;12 889,50
Äldre samt vård- och omsorgsnämnden;ÖSTERÅKERS KOMMUN;2120002890;1601695241;4630;Köp av huvudverksamhet;45 486,00
Socialnämnd Sydväst;ESSUNGA  KOMMUN;2120002916;1651135535;7459;Övriga konsulttjänster;2 809,70
Grundskolenämnden;NYKÖPINGS KOMMUN;2120002940;6092219511;4630;Köp av huvudverksamhet;9 615,00
Äldre samt vård- och omsorgsnämnden;BOLLEBYGDS KOMMUN;2120002973;1601696411;4630;Köp av huvudverksamhet;-55 884,00
Äldre samt vård- och omsorgsnämnden;BOLLEBYGDS KOMMUN;2120002973;1601692600;4630;Köp av huvudverksamhet;14 570,00
Äldre samt vård- och omsorgsnämnden;BOLLEBYGDS KOMMUN;2120002973;1601692600;4630;Köp av huvudverksamhet;48 231,00
